journalname,journalabbreviation,journalurl,year,issn,volume,issue,articletitle,doiurl,author,author_affiliation,abstractbody,keywords,fulltext,fulltexturl,publisheddate,conflictofinterests,otherurl,articleurl,pubmedid,pmcid,sponsors,manualid,country,chemicalcode,meshdescriptioncode,meshqualifiercode,medlinepgn,language,nlmuniqueid,datecompleted,daterevised,medlinedate,studytype,isboolean,nativetitle,nativeabstract,citations,reference,disclosure,acknowledgements,supplement_url
African Journal of Agricultural and Resource Economics,,https://afjare.org/,2022,ISSN 2521-9871;ISSN 1993-3738,Volume 17-4,17-4,Responding to inefficiencies on smallholder maize farms: Can sustained adoption of sustainable agricultural practices make a difference?,,Wisdom Richard Mgomezulu; Kennedy Machira; Abdi-Khalil Edriss; Innocent Pangapanga-Phiri & Moses M.N. Chitete,,"This study aimed to bring forth empirical evidence of the effect of the sustained adoption of sustainable agricultural practices (SAPs) on the technical and profit efficiency of farmers. Previous studies remain inconclusive about whether the adoption of SAPs has any bearing on the efficiency of maize farmers. The current study introduced the concept of sustained adoption and compared levels of efficiency between one-time SAP adopters and sustained adopters. Using a sample of 2 100 households, the study employed the Cobb-Douglas stochastic frontier model to analyse both the technical and profit efficiency of maize farmers, and a two-stage tobit model was used to control for endogeneity. The study found that the one-time adoption of SAPs has no effect on the technical efficiency of maize farmers, whilst sustained adoption significantly improves the technical and profit efficiency of maize farmers. The study recommends a shift towards promoting the sustained adoption of SAPs for sustainable benefits for farmers.",,,https://afjare.org/wp-content/uploads/2023/03/3.-Mgomezulu-et-al.pdf,"December 1, 2022",,,https://afjare.org/responding-to-inefficiencies-on-smallholder-maize-farms-can-sustained-adoption-of-sustainable-agricultural-practices-make-a-difference/,,,,,,,,,,,,,,,,,,,,,,,
African Journal of Agricultural and Resource Economics,,https://afjare.org/,2022,ISSN 2521-9871;ISSN 1993-3738,Volume 17-4,17-4,Pastoral livestock market integration amidst improvements in physical and communication infrastructure: Evidence from northern Kenya,,Philemon Chelanga; Nathaniel Jensen & Kavoi Mutuku Muendo,,"This article analyses the level of integration in pastoral markets in Kenya using high-frequency data generated through a crowdsourcing endeavour. The vector error-correction model framework was used to estimate the causal relationships between the short- and long-run market price. The results indicate that a higher proportion of price variation in larger markets in the region was due to market price shocks, while variation in the smaller markets originated from the larger markets. Weekly adjustments and the convergence of prices on a long-run equilibrium after experiencing shocks were also observed. Price transmission was also evident between markets operating along different trading",,,https://afjare.org/wp-content/uploads/2023/03/4.-Chelanga-et-al.pdf,"December 1, 2022",,,https://afjare.org/pastoral-livestock-market-integration-amidst-improvements-in-physical-and-communication-infrastructure-evidence-from-northern-kenya/,,,,,,,,,,,,,,,,,,,,,,,
African Journal of Agricultural and Resource Economics,,https://afjare.org/,2020,ISSN 2521-9871;ISSN 1993-3738,Volume 15 no 1,1,Does agricultural diversification build economic resilience to drought and flood? Evidence from poor households in Zambia,,Shun Chonabayashi; Theepakorn Jithitikulchai & Yeqing Qu,,"The adverse effects of weather extremes produce widespread damage and cause severe alterations in the normal functioning of household agricultural production in Zambia. Extreme weather events such as floods and drought are expected to increase in intensity and frequency due to climate change. Coupled with high poverty levels and limited institutional capacity, the country is highly vulnerable to the impact of extreme events. We quantify the effects of economic diversification on agricultural productivity of poor farm households with a skew-normal regression approach while accounting for drought and flood shocks. Our analysis finds that economic diversification is a strategy to increase agricultural productivity and mitigate the adverse impact of droughts and floods on agricultural households. The results also support the country’s policies to encourage hybrid maize production and to provide crop seeds and fertiliser to poor farmers. This paper provides a framework to plan and inform interventions to enhance household economic resilience to weather shocks through agricultural diversification in Zambia and other countries.",,,https://afjare.org/wp-content/uploads/2023/03/5.-Chonabayashi-et-al.pdf,"March 1, 2020",,,https://afjare.org/does-agricultural-diversification-build-economic-resilience-to-drought-and-flood-evidence-from-poor-households-in-zambia/,,,,,,,,,,,,,,,,,,,,,,,
African Journal of Agricultural and Resource Economics,,https://afjare.org/,2020,ISSN 2521-9871;ISSN 1993-3738,Volume 15 no 1,1,Impact of women’s share of income on household expenditure in southeast Nigeria,,Patience I Opata; Adaku B Ezeibe & Chikwuma O Ume,,"The main focus of this paper was to: (i) determine the impact of women’s share of household income on the pattern of expenditure on various categories of basic goods in southeast Nigeria; (ii) explain the pattern of household expenditure using the bargaining model of household behaviour; and (iii) extrapolate the results to the policy implications of gender-specific control of household incomes. We used cross-sectional household data elicited from a sample of 400 households constituting 2 520 members collected from November 2016 to March 2017 and disaggregated by gender. We found that increasing women’s share of incomes raises the budget share for food, children’s clothes, children’s school fees, fuel for household services and other expenditure, although not significantly with the budget shares for alcohol and meals out of the home. Our results suggest that any strategy by policymakers in southeast Nigeria to improve any of the expenditure items should target the empowerment of the gender that will more likely spend their money on the items concerned.",,,https://afjare.org/wp-content/uploads/2023/03/4.-Opata-et-al.pdf,"March 1, 2020",,,https://afjare.org/impact-of-womens-share-of-income-on-household-expenditure-in-southeast-nigeria/,,,,,,,,,,,,,,,,,,,,,,,
African Journal of Agricultural and Resource Economics,,https://afjare.org/,2020,ISSN 2521-9871;ISSN 1993-3738,Volume 15 no 1,1,Heterogeneous demand for soybean quality,,Edward Martey & Peter Goldsmith,,"Agricultural commercialisation is a critical pathway for economic development in Sub-Saharan Africa (SSA). However, the lack of market information may impede this development. To the best of the authors’ knowledge, this is the first paper to examine market information and preferences for soybean quality in a developing-world context. We seek to understand the nature of information markets associated with the nascent soybean trade in Sub-Saharan Africa in order to inform the market and policy of previously unknown key marketing information. The research involves a discrete choice experiment with 228 buyers of soybean involving five key soybean quality attributes. The sample represents three distinct classes of buyer/traders: wholesalers, processors and retailers. Traders significantly discount the price of soybean attributes such as off-colour, small grain size, low oil levels and high contamination with foreign material, such as stones. Foreign material ranks highest of the attributes that we examined, in terms of the discount level, at 22%. The study finds significant preference heterogeneity among traders, explained partly by the socioeconomic and trade characteristics of the respondents. We identified three distinct classes of traders per the latent class logit (LCL) results, namely ‘high price discounters’, ‘big bean supporters’, and ‘oil sceptics’. Our findings improve soybean market information, transparency and signalling. This will lead farmers to be more efficient and allow policymakers to understand better how the market actually prices grain at the farm gate.",,,https://afjare.org/wp-content/uploads/2023/03/3.-Martey-Goldsmith.pdf,"March 1, 2020",,,https://afjare.org/heterogeneous-demand-for-soybean-quality/,,,,,,,,,,,,,,,,,,,,,,,
African Journal of Agricultural and Resource Economics,,https://afjare.org/,2020,ISSN 2521-9871;ISSN 1993-3738,Volume 15 no 1,1,Health and environmental effects of adopting an integrated fruit fly management strategy among mango farmers in Kenya,,Chris Miyinzi Mwungu; Beatrice Muriithi; Vincent Ngeno; Hippolyte Affognon; Caroline Githiomi; Gracious Diiro; & Sunday Ekesi,,"Integrated pest management (IPM) has been promoted globally as an alternative approach to the widespread broad-spectrum chemical insecticidal application for the control of pests and diseases in agricultural production to minimise the harmful effects of the chemicals on humans and the environment. This study examines the impact of an IPM strategy developed to control mango fruit flies on humans and the environment. Using a random sample of 371 mango farmers from Meru County in Kenya, health and environmental outcomes were measured using the environmental impact quotient (EIQ) field use and causal impacts, which were estimated using the endogenous switching regression (ESR) model. The results indicate that the adoption of the IPM strategy reduced pesticide use and pesticide toxicity. Policy efforts therefore should focus on promoting and disseminating fruit fly IPM to improve the livelihoods of rural mango farmers, but also reduce human health and environmental threats as a result of pesticide use.",,,https://afjare.org/wp-content/uploads/2023/03/2.-Mwungu-et-al.pdf,"March 1, 2020",,,https://afjare.org/health-and-environmental-effects-of-adopting-an-integrated-fruit-fly-management-strategy-among-mango-farmers-in-kenya/,,,,,,,,,,,,,,,,,,,,,,,
African Journal of Agricultural and Resource Economics,,https://afjare.org/,2020,ISSN 2521-9871;ISSN 1993-3738,Volume 15 no 1,1,La segmentation du marché urbain du riz local au Bénin: Une analyse par la méthode de classification par cluster,,Rose Fiamohe,,"L’objectif de cette étude est d’identifier les segments de marchés appropriés pouvant permettre aux coopératives rizicoles de commercialiser efficacement leurs productions. Ainsi, des enchères expérimentales ont été menées en 2015 pour collecter les données auprès de 291 consommateurs urbains. La méthode de segmentation two-step cluster a permis d’identifier trois segments de marché de riz local déterminés par les caractéristiques socio-économiques et géographiques des consommateurs et les attributs du riz: le premier composé majoritairement d’hommes qui consomment le riz local en faible proportion; le deuxième composé uniquement de femmes ne consommant pas le riz local et le dernier à majorité féminine consomme exclusivement le riz local. Des actions de marketing spécifiques ciblant chacun des segments sont nécessaires pour accroître significativement la consommation du riz local et améliorer les revenus des principaux acteurs.",,,https://afjare.org/wp-content/uploads/2023/03/1.-Fiamohe.pdf,"March 1, 2020",,,https://afjare.org/la-segmentation-du-marche-urbain-du-riz-local-au-benin-une-analyse-par-la-methode-de-classification-par-cluster/,,,,,,,,,,,,,,,,,,,,,,,
African Journal of Agricultural and Resource Economics,,https://afjare.org/,2020,ISSN 2521-9871;ISSN 1993-3738,Volume 15 no 2,2,Governance structures and incentives in the wheat value chain in Ethiopia,,Zewdie Habte Shikur; Belaineh Legesse; Jema Haji & Moti Jaleta,,"Empirical studies on the effects of governance structures on incentives have still received little attention in the wheat value chain research of developing countries. The purpose of this paper is to investigate the effects of governance structures on actors’ incentives in different functional nodes of the wheat value chain. This study used personal interviews to collect primary data from input suppliers, wheat producers, wholesalers, wheat processors and co-operatives. Mixed sampling techniques (i. e. random, census and purposive) were applied to select sampling units. Descriptive statistics and the ordered logit model were used to analyse the data. This paper found that governance structures, opportunistic behaviour, asymmetric information and trust influence actors’ incentives in each functional node of the wheat value chain. Specifically, extension services, governance structures, power relations and price information have significant and positive effects on producers’ price incentives. The study provides pioneering evidence of the effects of governance structures on incentives in each functional node of the value chain. The study adds new knowledge to the existing empirical knowledge. The results recommend government to use effective policy interventions to reduce opportunistic behaviours and asymmetric information, and to adopt incentive strategies to encourage investment, and increase productivity and profitability.",,,https://afjare.org/wp-content/uploads/2023/03/6.-Shikur-et-al.pdf,"June 1, 2020",,,https://afjare.org/governance-structures-and-incentives-in-the-wheat-value-chain-in-ethiopia/,,,,,,,,,,,,,,,,,,,,,,,
African Journal of Agricultural and Resource Economics,,https://afjare.org/,2020,ISSN 2521-9871;ISSN 1993-3738,Volume 15 no 2,2,Fishing location choice and risk preferences among small fishers – Implications for fisheries management policies,,Riad Sultan,,"The study provides evidence for how risk preferences determine fishing location choices by artisanal fishers on the south-west coast of the island of Mauritius. Risk preference is modelled using a random linear utility framework defined over mean-standard deviation space. The study estimates expected revenue and revenue risk from the Just and Pope production function and applies the random parameter logit model to account for fisher-specific and location-specific characteristics. The findings are consistent with utility-maximising fishers, whereby the likelihood to choose a fishing location is positively associated with expected revenue and negatively related to revenue risk. Distance from fishing station to fishing grounds affects the choice of fishing location negatively. The estimated model allows heterogeneity in risk preferences and concludes that 51% of fishers can be classified as risk averse, 31% as risk seekers and the remaining as risk neutral. The study also estimates the degree of substitutability and complementarity between fishing locations based on the risk preferences of fishers and discusses the relevance of this for fisheries management policy.",,,https://afjare.org/wp-content/uploads/2023/03/5.-Sultan.pdf,"June 1, 2020",,,https://afjare.org/fishing-location-choice-and-risk-preferences-among-small-fishers-implications-for-fisheries-management-policies/,,,,,,,,,,,,,,,,,,,,,,,
African Journal of Agricultural and Resource Economics,,https://afjare.org/,2020,ISSN 2521-9871;ISSN 1993-3738,Volume 15 no 2,2,Success criteria for commodity exchanges,,Dr Julian Spencer Roche,,ISSN 2521-9871 (Online),,,https://afjare.org/wp-content/uploads/2023/03/4.-Roche.pdf,"June 1, 2020",,,https://afjare.org/success-criteria-for-commodity-exchanges/,,,,,,,,,,,,,,,,,,,,,,,
African Journal of Agricultural and Resource Economics,,https://afjare.org/,2020,ISSN 2521-9871;ISSN 1993-3738,Volume 15 no 2,2,Contrat de travail et performance des exploitations cacaoyères dans le Mbam et Kim au Cameroun,,André Nso Ngang; Cyrille Bergaly Kamdem; Christian Bernard Kaldjob Mbeh; Philippe Pedelahore; Dieudonné Onana; & Joséphine Mireille Akoa Etoa,,"Dans le but d’appréhender l’influence des types de contrat de travail sur les performances des exploitations cacaoyères dans le Mbam et Kim au Cameroun, un échantillonnage raisonné a permis de sélectionner 114 exploitants cacaoyers. L’approche à deux étapes recourant aux modèles Data Enveloppent Analysis (DEA) et Tobit censuré a permis d’analyser l’efficacité des exploitations. Deux types de contrat ont été identifiés: le contrat annuel fixe (CAF) et le contrat par pourcentage de vente (CPV) de cacao récolté. Les résultats montrent que le CPV semble plus performant par rapport au CAF en termes de productivité et de d’allocation. Par ailleurs, l’augmentation de la superficie des exploitations, du nombre de défrichements et le traitement mixte sont les facteurs qui contribuent mieux à l’inefficacité de ces cacaoyères, tandis que la récolte sanitaire, l’augmentation du nombre de réglages d’ombrage et des tailles du cacaoyer sont sources d’efficacité.",,,https://afjare.org/wp-content/uploads/2023/03/3.-Nso-Ngang-et-al.pdf,"June 1, 2020",,,https://afjare.org/contrat-de-travail-et-performance-des-exploitations-cacaoyeres-dans-le-mbam-et-kim-au-cameroun/,,,,,,,,,,,,,,,,,,,,,,,
African Journal of Agricultural and Resource Economics,,https://afjare.org/,2020,ISSN 2521-9871;ISSN 1993-3738,Volume 15 no 2,2,Does crop diversification reduce downside risk of external maize yield-enhancing technology? Evidence from Ethiopia,,Moti Jaleta; Paswel Marenya; Bedru Beshir; & Olaf Erenstein,,"Unexpectedly lower yield outcomes (downside risks) challenge farmers’ use of external inputs that can enhance crop productivity. Using household-level panel data collected from Ethiopia, we estimated the effects of crop diversification through maize-legume intercropping/rotation on maize yield distribution and downside risk. Results from endogenous switching regression models and quintile moment approaches show that plots with maize-legume intercropping/rotation have the highest average maize yield. Such crop diversification reduces the downside risk in maize yield more when applied to plots receiving external inputs. The results imply that, in addition to the technical support around external input use in smallholder maize production, Ethiopia’s agricultural extension may also need to give due emphasis to both spatial and temporal crop diversification practices. This could enhance crop productivity further and reduce the potential downside risks typically hampering smallholders’ external input use in maize production.",,,https://afjare.org/wp-content/uploads/2023/03/2.-Jaleta-et-al.pdf,"June 1, 2020",,,https://afjare.org/does-crop-diversification-reduce-downside-risk-of-external-maize-yield-enhancing-technology-evidence-from-ethiopia/,,,,,,,,,,,,,,,,,,,,,,,
African Journal of Agricultural and Resource Economics,,https://afjare.org/,2020,ISSN 2521-9871;ISSN 1993-3738,Volume 15 no 2,2,The promotion of amaranth value chains for livelihood enhancement in East Africa: A systems modelling approach,,Kanar Dizyee; Derek Baker; Mario Herrero; Heather Burrow; Larelle McMillan; Daniel Ndaka Sila & Karl M. Rich,,"This paper conducts ex-ante impact assessments for policy interventions to promote amaranth value chains in Tanzania and Kenya. Amaranth is an underdeveloped, drought-resistant, and nutrition-rich crop used for human food, animal fodder, and ornamental purposes. Promoting amaranth value chains is a difficult task, given that amaranth is not a well-established commodity and has limited market outlets in the developing world at present. This paper provides a framework within which conduct scenario analysis of ways to promote amaranth value chains using system dynamics (SD). We constructed an integrated amaranth production and market model to evaluate the impact of producer adoption of improved production technologies (improved seed varieties), and changes in demand for amaranth products, on producer profits and planting behaviour. The results of our model show that the profitably upgrading and commercialising of amaranth value chains require multi-faceted and chain-level interventions that improve supply- and demand-side conditions. Interventions that target only the supply side serve to increase amaranth production, but generate minor economic gain for producers.",,,https://afjare.org/wp-content/uploads/2023/03/1.-Dizyee-et-al.pdf,"June 1, 2020",,,https://afjare.org/the-promotion-of-amaranth-value-chains-for-livelihood-enhancement-in-east-africa-a-systems-modelling-approach/,,,,,,,,,,,,,,,,,,,,,,,
African Journal of Agricultural and Resource Economics,,https://afjare.org/,2020,ISSN 2521-9871;ISSN 1993-3738,Volume 15 no 3,3,Preferences and crop choice during Zimbabwe’s macroeconomic crisis,,Anna Josephson & Jacob Ricker-Gilbert,,"Smallholder farmers face considerable risk and uncertainty, particularly when markets are incomplete or missing. We consider household crop diversity and crop choice in Zimbabwe, where output markets are largely absent and price signals are inaccurate. In this setting, considering preferences and tastes provides a deeper understanding of how households ensure food security in environments without robust markets. We use data that straddles the period of hyperinflation in Zimbabwe and the collapse of the country’s currency to study household cropping behaviour in a time of extreme stress. This allows us to better understand the relationship between market failure and crop choice in Sub-Saharan Africa.",,,https://afjare.org/wp-content/uploads/2023/03/6.-Josephson-Ricker-Gilbert.pdf,"September 1, 2020",,,https://afjare.org/preferences-and-crop-choice-during-zimbabwes-macroeconomic-crisis/,,,,,,,,,,,,,,,,,,,,,,,
African Journal of Agricultural and Resource Economics,,https://afjare.org/,2020,ISSN 2521-9871;ISSN 1993-3738,Volume 15 no 3,3,Déterminants d’insolvabilité des termes de contrats agricoles: cas des riziculteurs du Burkina Faso,,Didier Sawadogo; Aminou Arouna & Souleymane Ouédraogo,,"La production du riz sous contrat a pour avantage de répondre aux exigences de la qualité de la production du riz et de satisfaire la demande intérieure du riz pour le pays. Cette étude a pour objectif d’analyser les critères d’insolvabilité des contrats des riziculteurs au Burkina Faso. L’enquête terrain a concerné un échantillon aléatoire de 400 riziculteurs. Le modèle multivarié a permis d’analyser les déterminants permettant de satisfaire les termes de contrat et d’assurer ainsi la solvabilité des contrats sur les plaines rizicoles. Les résultats montrent que l’accès au crédit, l’accès à la formation et les contrats formels affectent significativement les accords de prix, de la qualité et de la quantité. Ces analyses nous relèvent aussi l’importance et la pertinence des contrats de type formels pour assurer une meilleure pratique et de solvabilité des contrats rizicoles.",,,https://afjare.org/wp-content/uploads/2023/03/5.-Sawadogo-et-al.pdf,"September 1, 2020",,,https://afjare.org/determinants-dinsolvabilite-des-termes-de-contrats-agricoles-cas-des-riziculteurs-du-burkina-faso/,,,,,,,,,,,,,,,,,,,,,,,
African Journal of Agricultural and Resource Economics,,https://afjare.org/,2020,ISSN 2521-9871;ISSN 1993-3738,Volume 15 no 3,3,"Effect of social networks on household dietary diversity: Evidence from smallholder farmers in Kisii and Nyamira counties, Kenya",,Mercy Mbugua & Jonathan Nzuma,,"Nutrition knowledge is an important driver of household dietary diversity that can be improved through access to nutrition information. However, in many rural areas, the formal flow of nutrition information is limited, although social networks could play an important role as an informal source of such information. This paper evaluates the effect of nutrition information networks on household dietary diversity in Nyamira and Kisii counties in Kenya. The paper employs a Poisson regression model on a sample of 462 farmers selected using a multi-stage sampling technique. The results show that the average household dietary diversity of an individual’s network (a proxy for social networks) had a positive and significant effect on the dietary diversity of the individual, implying that social networks have a positive effect on household dietary diversity. Moreover, the average education of an individual’s network, along with household size, wealth status and farm size, had positive significant effects on household dietary diversity. These results imply that farmers’ social networks could be used as a complementary tool for the effective delivery of nutrition education targeting the enhancement of nutritional quality.",,,https://afjare.org/wp-content/uploads/2023/03/4.-Mbugua-Nzuma.pdf,"September 1, 2020",,,https://afjare.org/effect-of-social-networks-on-household-dietary-diversity-evidence-from-smallholder-farmers-in-kisii-and-nyamira-counties-kenya/,,,,,,,,,,,,,,,,,,,,,,,
African Journal of Agricultural and Resource Economics,,https://afjare.org/,2020,ISSN 2521-9871;ISSN 1993-3738,Volume 15 no 3,3,"Impact of Nile perch (Lates niloticus) overfishing on fishers’ income: Evidence from Lake Victoria, Tanzania",,Eliaza Mkuna & Lloyd JS Baiyegunhi,,"Despite the crucial role played by Nile perch in the income of fishers around Lake Victoria, Tanzania, fishing pressure has increased in recent years and has led to overfishing and, consequently, a risk to the lake’s future sustainability and the fishers’ livelihoods. This study used data collected in 2018 from 268 randomly selected sample fishers at 10 landing sites across Lake Victoria. In conjunction with the endogenous switching regression model, the potential impact of Nile perch overfishing on the fishers’ income per fishing trip in Lake Victoria was evaluated. The results show that there is a significant difference in the socio-economic, institutional and fishing effort characteristics of Nile perch fishers who overfish and those who do not. In particular, Nile perch fishers who overfish earn significantly higher incomes per fishing trip than fishers who do not overfish. The study recommends the need for policy makers to develop policies that acknowledge the dynamics of socio-economic, institutional and fishing effort factors. In addition, more flexible fish quota restrictions and consistent fishing patrols need to be enforced to ensure compliance with fishery regulations. These measures should promote a balance between the sustainability of fishery resources and an improved income for Nile perch fishers in Lake Victoria.",,,https://afjare.org/wp-content/uploads/2023/03/3.-Mkuna-Baiyegunhi.pdf,"September 1, 2020",,,https://afjare.org/impact-of-nile-perch-lates-niloticus-overfishing-on-fishers-income-evidence-from-lake-victoria-tanzania/,,,,,,,,,,,,,,,,,,,,,,,
African Journal of Agricultural and Resource Economics,,https://afjare.org/,2020,ISSN 2521-9871;ISSN 1993-3738,Volume 15 no 3,3,Marketing of baobab pulp in Kenya: Collectors’ choice of rural versus urban markets,,George K. Kaimba; Kavoi M. Muendo & Dagmar Mithöfer,,"Baobab products provide cash income and supplement diets for local communities living in marginalised, arid and semi-arid regions. However, these products are neglected by research, selectively traded and considered underutilised. This study endeavours to narrow this information gap by analysing the determinants of baobab collectors’ choice of marketing channels in Kenya. A multinomial logit was employed, using a dataset of 268 baobab collectors from three counties. The results show that the majority of baobab collectors sell their baobab pulp through rural markets (assemblers and rural wholesalers), as opposed to urban buyers (urban wholesalers, retailers and processors). Export channels are conspicuously missing from the chain. Human capital and transactional and institutional factors significantly influence the collectors’ choice of marketing channels. The results reveal that building capacity around market development, research and education, road networks and institutional services is essential to create more profitable channels for generating income, enhancing food security and reducing malnutrition.",,,https://afjare.org/wp-content/uploads/2023/03/2.-Kaimba-et-al.pdf,"September 1, 2020",,,https://afjare.org/marketing-of-baobab-pulp-in-kenya-collectors-choice-of-rural-versus-urban-markets/,,,,,,,,,,,,,,,,,,,,,,,
African Journal of Agricultural and Resource Economics,,https://afjare.org/,2020,ISSN 2521-9871;ISSN 1993-3738,Volume 15 no 3,3,Nutritional implications of dietary patterns in Mali,,Melinda Smale; Veronique Theriault & Ryan Vroegindewey,,"Mali’s population is experiencing lifestyle and dietary changes that are driven in part by urbanisation and income growth. Utilising two large-scale datasets, we bring new empirical evidence regarding whether Malians are shifting toward highly processed foods, meals purchased away from home, and sugary foods. We find that on-farm production represents only 25% of the food consumed by rural households during the hungry season, and 36% after harvest. Processed food shares are greater in urban (60%) than in rural areas (48%), and considerably higher overall than those reported for Eastern and Southern Africa, but with a lower portion of highly processed foods and negligible shares of meals consumed outside the home. Average household dietary diversity scores are higher in urban than in rural areas. Women’s and household diet diversity varies by season in both locations. About half of farm women interviewed did not meet minimum adequate dietary diversity during the lean season.",,,https://afjare.org/wp-content/uploads/2023/03/1.-Smale-et-al.pdf,"September 1, 2020",,,https://afjare.org/nutritional-implications-of-dietary-patterns-in-mali/,,,,,,,,,,,,,,,,,,,,,,,
African Journal of Agricultural and Resource Economics,,https://afjare.org/,2020,ISSN 2521-9871;ISSN 1993-3738,Volume 15 no 4,4,Consumer willingness to pay for fair-trade attributes of goat meat in Kenya: A choice experiment analysis,,David Jakinda Otieno,,"Fair trade is an important ethical concern in the food value chains of developed countries. However, there is a dearth of empirical insights into consumer preferences for this critical aspect in the domestic markets of developing countries. The current study analysed consumer willingness to pay (WTP) for fair-trade attributes in the goat meat value chain in Nairobi, Kenya. Choice experiment data from 270 randomly sampled consumers was analysed using the random parameter logit (RPL) model. The results show that 56% of the consumers were aware of the fair-trade concept and 64% of them were willing to pay for fair-trade-compliant practices. Specifically, consumers were willing to pay a premium of 62% to prevent child labour, 45% to support provision of medical insurance for workers in the meat value chain, 40% for direct purchase from producers, 39% for fair-trade labelling and 30% to support disabled people as part of corporate social responsibility.",,,https://afjare.org/wp-content/uploads/2023/03/7.-Otieno.pdf,"December 1, 2020",,,https://afjare.org/consumer-willingness-to-pay-for-fair-trade-attributes-of-goat-meat-in-kenya-a-choice-experiment-analysis/,,,,,,,,,,,,,,,,,,,,,,,
African Journal of Agricultural and Resource Economics,,https://afjare.org/,2020,ISSN 2521-9871;ISSN 1993-3738,Volume 15 no 4,4,Prospects for sustainable intensification of soybean production in sub-Saharan Africa,,Deepayan Debnath & Suresh C. Babu,,"There is a significant soybean yield gap in sub-Saharan African (SSA) countries. Sustainable intensification of the agricultural sector to reduce such a yield gap is important. Increasing soybean productivity can meet the growing demand for food and feed when complemented with higher soy meal demand by the local livestock industry. This study performs an ex-ante economic analysis to determine the effect of higher soybean production on trade and land use within SSA countries. We find that increasing soybean yield by 50% can increase the total returns from soybean production by 186 million LC (local currency) in Ethiopia and 36 billion LC in Nigeria. We show that soybean yield growth alone is enough to boost soy oil production, as the crushing of the beans produces 18% oil and 79% meal. While increasing productivity may lead to freeing land to produce high-valued cash crops, investors will be reluctant to invest in the crushing facilities in the absence of soy meal demand by the livestock industry. Therefore, policymakers need to establish collaboration between development organisations, private companies, farmers and researchers to achieve this transformation and thereby raise agricultural productivity.",,,https://afjare.org/wp-content/uploads/2023/03/6.-Debnath-Babu.pdf,"December 1, 2020",,,https://afjare.org/prospects-for-sustainable-intensification-of-soybean-production-in-sub-saharan-africa/,,,,,,,,,,,,,,,,,,,,,,,
African Journal of Agricultural and Resource Economics,,https://afjare.org/,2020,ISSN 2521-9871;ISSN 1993-3738,Volume 15 no 4,4,Impacts de la présence des intermédiaires sur l’intégration spatiale des marchés agricoles au Cameroun: une analyse par l’approche ARDL,,Julien Brice Minkande,,"L’intégration des marchés est un élément clé pour comprendre la transmission des prix entre les marchés et maîtriser les équilibres (les efficiences). Cependant, certains facteurs peuvent entraver l’atteinte de cette efficience. C’est ainsi que cet article a pour objectif d’évaluer l’influence des intermédiaires sur l’intégration spatiale des marchés de manioc au Cameroun. Un modèle autorégressif à retards échelonnés (ARDL) y est utilisé pour analyser l’existence des relations de long terme et de court terme entre les marchés. Cette étude aboutit à la conclusion d’une cointégration entre les variables, et fournit la preuve que les marchés sont intégrés. Les résultats empiriques révèlent qu’à long terme, la présence des intermédiaires réduit les prix offerts sur les marchés de Yaoundé ; et à court terme, 95% des déviations du prix sont corrigées dans un délai d’un an et neuf mois. Cette étude préconise donc une normalisation et un encadrement de la fonction d’intermédiaire, afin d’éviter le système des monopoles de marché.",,,https://afjare.org/wp-content/uploads/2023/03/5.-Minkande.pdf,"December 1, 2020",,,https://afjare.org/impacts-de-la-presence-des-intermediaires-sur-lintegration-spatiale-des-marches-agricoles-au-cameroun-une-analyse-par-lapproche-ardl/,,,,,,,,,,,,,,,,,,,,,,,
African Journal of Agricultural and Resource Economics,,https://afjare.org/,2020,ISSN 2521-9871;ISSN 1993-3738,Volume 15 no 4,4,Income and greenhouse gas (GHG) emission trade-offs on smallholder farms at two sites in northern Nigeria,,Taiwo Ayinde; Charles F. Nicholson; Benjamin Ahmed; Augustine Ayantunde; Mathew Akinola & Oseni Yusuf,,"This study analyses the trade-offs between welfare (measured by income) and greenhouse gas (GHG) emissions using a farm-level optimisation model that incorporates the predominant cereal (sorghum), legumes (groundnut, soybeans), livestock (cattle, goats and sheep) and trees (locust bean, camel’s foot) representative of production systems at two contrasting sites in northern Nigeria. The optimisation model maximises the value of total farm production, subject to constraints on GHG reductions of 10%, 25% and the maximum reductions that allow households to meet minimum consumption requirements. Substantive reductions in livestock and legume production would be required to achieve the maximum possible reductions from current emissions and would reduce household income by 22% and 44%, respectively. Under current production practices, reductions in GHG emissions reduce household income, which suggests the need for further research on productivity-enhancing technologies that could both enhance income and reduce GHG emissions in these production contexts.",,,https://afjare.org/wp-content/uploads/2023/03/4.-Ayinde-et-al.pdf,"December 1, 2020",,,https://afjare.org/income-and-greenhouse-gas-ghg-emission-trade-offs-on-smallholder-farms-at-two-sites-in-northern-nigeria/,,,,,,,,,,,,,,,,,,,,,,,
